comm_id,comm_name,comm_age,sso,migration,exec_spsr,acct_geo,plat_tier,gold_tier,silv_tier,#_lang,#_features,enabled,case_count
a0C00000002oAyv,332,2.19,0,0,1,NA,0,1,0,1,0,1,4
a0C00000002pMNn,333,2.04,0,0,1,NA,1,0,0,1,4,1,5
a0C00000003Mbnc,334,1.46,0,0,1,NA,1,0,0,2,4,1,8
a0C000000033KUu,335,1.53,1,0,1,NA,1,0,0,1,7,1,25
a0C00000003N3R9,336,1.19,0,0,1,NA,1,0,0,2,4,1,22
a0C00000003N4Cj,337,1.17,1,1,1,APAC,0,0,1,1,3,1,5
a0C00000003NYU4,338,0.86,0,0,1,NA,1,0,0,1,4,1,12
a0C00000003N4Hb,339,1.16,0,0,1,NA,0,1,0,1,0,1,10
a0C00000003N0kx,340,1.25,0,0,1,NA,1,0,0,2,4,1,6
a0C00000003Myel,341,1.29,0,0,1,NA,1,0,0,2,4,1,7
a0C00000003MzmO,342,1.26,0,0,1,NA,1,0,0,2,4,1,6
a0C00000003Mt2m,343,1.36,0,0,1,APAC,0,1,0,1,3,1,5
a0C00000003MzmT,344,1.26,0,0,1,NA,1,0,0,2,4,1,9
a0C00000003MqwM,345,1.38,0,0,1,NA,0,1,0,1,0,1,2
a0C00000003Mpno,346,1.42,0,0,1,NA,0,1,0,1,1,1,3
a0C00000003NfM6,347,0.58,0,0,1,NA,0,1,0,1,0,1,3
a0C610000037apt,348,0.21,0,1,1,NA,0,0,0,1,5,1,1
a0C00000003NnZ1,349,0.32,0,0,1,EMEA,0,1,0,1,0,0,1
a0C00000000DhCo,350,7.89,1,0,1,NA,0,1,0,1,1,0,0
a0C00000003Noa0,351,0.29,0,0,1,NA,0,1,0,1,0,1,0
a0C00000002vVyW,352,1.85,0,0,1,NA,0,1,0,1,0,1,0
a0C00000003NnTK,353,0.33,0,0,1,NA,1,0,0,1,5,1,0
a0C00000003Neuu,354,0.59,0,0,1,APAC,0,0,0,1,0,1,0
a0C61000003Amiw,355,0.09,0,0,1,APAC,0,0,0,1,4,1,0
a0C00000002Tkma,356,2.92,0,0,1,EMEA,1,0,0,1,8,1,149
a0C00000003NZii,357,0.82,1,1,1,EMEA,0,1,0,1,5,1,16
a0C00000001Nvvz,358,4.16,0,0,1,NA,1,0,0,1,7,1,570
a0C00000000GJP9,359,5.77,0,0,1,NA,1,0,0,1,3,1,27
a0C00000001Pdom,360,4.1,0,0,1,NA,1,0,0,1,5,1,124
a0C00000002EADM,361,3.19,1,0,1,EMEA,0,1,0,2,6,1,419
a0C00000001VVwN,362,4.05,0,0,1,NA,1,0,0,1,6,1,125
a0C00000002e9eG,363,2.66,0,0,1,NA,1,0,0,1,0,0,38
a0C00000002BLsx,364,3.26,1,0,1,NA,1,0,0,1,10,0,154
a0C00000002Fqh3,365,3.14,1,0,1,EMEA,0,1,0,1,3,1,141
a0C0000000128eR,366,4.59,0,0,1,NA,1,0,0,1,4,1,192
a0C00000001xFzT,367,3.62,1,0,1,NA,1,0,0,1,7,1,65
a0C00000001OI95,368,4.15,1,0,1,LATAM,0,1,0,1,5,0,105
a0C00000002JdV8,369,3.05,0,0,1,NA,1,0,0,1,2,1,99
a0C0000000128eS,370,4.59,0,0,1,NA,1,0,0,1,4,1,166
a0C00000002FGgg,371,3.16,0,0,1,NA,0,1,0,1,1,1,46
a0C00000000GJOf,372,5.77,0,0,1,NA,1,0,0,1,4,1,226
a0C00000002AS3u,373,3.28,0,0,1,NA,1,0,0,1,5,1,82
a0C00000000GJPJ,374,5.77,0,0,1,NA,1,0,0,1,3,1,41
a0C00000001VVwD,375,4.05,0,0,1,NA,1,0,0,1,7,1,153
a0C000000019f7k,376,4.49,0,0,1,NA,1,0,0,1,4,1,12
a0C00000003NZjR,377,0.82,0,1,1,APAC,0,1,0,1,4,1,10
a0C00000001VVwI,378,4.05,0,0,1,NA,1,0,0,1,7,1,120
a0C00000002VK40,379,2.88,0,0,1,NA,0,1,0,1,1,1,14
a0C00000002xpoH,380,1.65,1,1,1,NA,1,0,0,1,7,1,74
a0C00000000GJPK,381,5.77,0,0,1,NA,1,0,0,1,3,1,148
a0C00000000GJOu,382,5.77,0,0,1,NA,1,0,0,1,3,1,135
a0C00000002hkBf,383,2.49,0,0,1,NA,1,0,0,1,4,1,28
a0C00000000GJP4,384,5.77,0,0,1,NA,1,0,0,1,3,1,74
a0C00000002AS3z,385,3.28,0,0,1,NA,1,0,0,1,5,0,62
a0C00000001vdTO,386,3.66,1,0,1,LATAM,0,1,0,1,6,0,2
a0C00000002mHZp,387,2.44,0,0,1,NA,0,1,0,1,0,1,2
a0C00000002Uo3A,388,2.89,0,0,1,NA,1,0,0,1,4,1,6
a0C00000000GJOk,389,5.77,0,0,1,NA,1,0,0,1,4,1,205
a0C00000001Ppvo,390,4.1,0,0,1,NA,1,0,0,1,5,1,19
a0C00000001fzTR,391,3.87,0,0,1,NA,1,0,0,1,5,1,19
a0C00000000uhF7,392,4.68,0,0,1,NA,1,0,0,1,3,1,31
a0C00000002JdRS,393,3.05,0,0,1,NA,1,0,0,1,4,0,40
a0C00000000DmFs,394,7.41,0,0,1,NA,0,0,0,1,2,0,80
a0C00000001VVw8,395,4.05,0,0,1,NA,1,0,0,1,7,1,89
a0C00000001Ppvy,396,4.1,0,0,1,NA,1,0,0,1,5,1,135
a0C00000002JdRI,397,3.05,0,0,1,NA,1,0,0,1,4,1,9
a0C00000001lS00,398,3.83,0,0,1,NA,1,0,0,1,7,1,85
a0C00000000GHqE,399,5.78,0,0,1,NA,1,0,0,1,4,0,58
a0C00000000GJOz,400,5.77,0,0,1,NA,1,0,0,1,3,1,31
a0C00000002Uo3K,401,2.89,0,0,1,NA,1,0,0,1,4,1,25
a0C00000001ySNi,402,3.59,0,0,1,NA,1,0,0,1,5,1,71
a0C00000002mVEi,403,2.41,0,0,1,NA,0,1,0,1,0,1,16
a0C00000001Ppvt,404,4.1,0,0,1,NA,1,0,0,1,5,1,103
a0C00000002eRoV,405,2.65,0,0,1,NA,1,0,0,1,5,1,40
a0C00000000GJPA,406,5.77,0,0,1,NA,1,0,0,1,3,0,44
a0C0000000128eM,407,4.59,0,0,1,NA,1,0,0,1,4,0,4
a0C00000000GJPF,408,5.77,0,0,1,NA,1,0,0,1,3,0,38
a0C00000000GJPB,409,5.77,0,0,1,NA,1,0,0,1,3,0,30
a0C00000000GJOp,410,5.77,0,0,1,NA,1,0,0,1,3,0,9
a0C00000001fzTW,411,3.87,0,0,1,NA,1,0,0,1,5,1,12
a0C00000002HTSm,412,3.1,0,0,1,NA,1,0,0,1,4,1,31
a0C00000002hkBp,413,2.49,0,0,1,NA,1,0,0,1,5,1,4
a0C000000014slH,414,4.51,0,0,1,NA,1,0,0,1,4,0,7
a0C00000000GJPE,415,5.77,0,0,1,NA,1,0,0,1,3,1,11
a0C00000000GJOg,416,5.77,0,0,1,NA,1,0,0,1,3,0,11
a0C00000000uhFH,417,4.68,0,0,1,NA,1,0,0,1,3,0,14
a0C00000000uhF2,418,4.68,0,0,1,NA,1,0,0,1,3,0,11
a0C00000000wBmQ,419,4.64,1,0,1,NA,0,0,0,1,3,0,55
a0C00000001p5iO,420,3.73,0,0,1,NA,1,0,0,1,5,1,65
a0C00000001Ppvj,421,4.1,0,0,1,NA,1,0,0,1,4,0,10
a0C00000000Dmna,422,7.34,1,0,1,EMEA,0,1,0,10,2,0,2
a0C00000002JdRN,423,3.05,0,0,1,NA,1,0,0,1,4,1,7
a0C00000003NiKo,424,0.48,0,0,1,NA,1,0,0,1,4,1,6
a0C00000002mkH4,425,2.38,0,0,1,NA,0,1,0,1,0,1,1
a0C00000003N7kP,426,1.12,0,0,1,NA,0,0,1,1,0,0,0
a0C00000002w7OV,427,1.79,1,0,1,EMEA,0,1,0,1,10,1,162
a0C00000000DfzE,428,8.01,1,0,1,EMEA,1,0,0,9,3,0,532
a0C00000000Evyu,429,6.19,0,0,1,NA,1,0,0,8,1,1,977
a0C00000000G7j9,430,5.83,1,0,1,NA,0,1,0,2,7,1,206
a0C00000002aCFv,431,2.76,0,0,1,EMEA,1,0,0,1,0,0,271
a0C00000002vnvd,432,1.82,0,0,1,NA,0,1,0,1,0,1,149
a0C00000000uhEx,433,4.68,0,0,1,NA,1,0,0,1,3,1,18
a0C00000000G98V,434,5.83,0,0,1,NA,0,1,0,2,5,1,69
a0C0000000234Gn,435,3.47,1,0,1,EMEA,0,1,0,1,9,1,62
a0C00000002oEnV,436,2.18,0,0,1,EMEA,0,1,0,1,0,1,40
a0C610000037w8c,437,0.2,0,0,1,EMEA,0,1,0,1,0,1,2
a0C00000002vH3G,438,1.88,1,0,1,EMEA,0,1,0,1,0,1,136
a0C00000003NfgF,439,0.57,0,0,1,EMEA,0,1,0,1,0,1,24
a0C00000002MZ9J,440,2.99,0,0,1,EMEA,0,1,0,1,2,1,150
a0C00000000GJPi,441,5.77,0,0,1,NA,1,0,0,1,3,0,26
a0C00000002nOhw,442,2.3,0,0,1,EMEA,1,0,0,1,0,1,114
a0C00000001CBKK,443,4.41,1,0,1,EMEA,0,1,0,1,5,1,299
a0C00000002oMgp,444,2.15,1,0,1,NA,1,0,0,1,3,1,60
a0C00000000GJPn,445,5.77,0,0,1,NA,1,0,0,1,3,1,66
a0C00000002hld1,446,2.48,1,0,1,NA,0,1,0,1,3,1,114
a0C00000002uVqB,447,1.94,0,0,1,NA,1,0,0,1,3,1,48
a0C00000002mLXF,448,2.43,0,0,1,EMEA,0,1,0,1,0,1,104
a0C00000000tpVr,449,4.7,0,0,1,NA,1,0,0,1,3,0,21
a0C00000003MxaJ,450,1.32,0,0,1,NA,0,1,0,1,0,1,27
a0C00000000Dg8V,451,8,0,0,1,NA,0,0,0,7,0,0,15
a0C00000001VVwS,452,4.05,0,0,1,NA,1,0,0,1,7,1,133
a0C00000000DkHz,453,7.51,0,0,1,NA,0,0,0,1,2,0,128
a0C00000003NZjg,454,0.82,0,0,1,EMEA,0,1,0,1,6,1,8
a0C00000002qBxg,455,1.96,0,0,1,NA,1,0,0,1,0,1,23
a0C00000001p5iY,456,3.73,0,0,1,NA,1,0,0,1,5,1,53
a0C00000000GHq9,457,5.78,0,0,1,NA,1,0,0,2,3,0,70
a0C00000002ycyJ,458,1.59,1,0,1,EMEA,0,0,1,1,8,1,8
a0C00000000GJPs,459,5.77,0,0,1,NA,1,0,0,1,3,1,25
a0C0000000234Gs,460,3.47,1,0,1,EMEA,0,1,0,1,9,1,25
a0C0000000128eg,461,4.59,0,0,1,NA,1,0,0,1,4,1,215
a0C00000000EWRU,462,6.33,0,0,1,NA,1,0,0,5,1,0,338
a0C00000001p5id,463,3.73,0,0,1,NA,1,0,0,1,6,1,118
a0C00000002xZQ4,464,1.67,0,0,1,NA,0,1,0,1,3,1,94
a0C00000000Djuq,465,7.56,1,0,1,NA,0,1,0,1,2,0,31
a0C00000002uyCy,466,1.92,1,0,1,EMEA,0,1,0,1,5,1,11
a0C00000000DhHs,467,7.88,0,0,1,NA,0,1,0,1,1,0,54
a0C00000000tpVm,468,4.7,0,0,1,NA,1,0,0,1,3,1,35
a0C0000000128el,469,4.59,0,0,1,NA,1,0,0,5,4,1,133
a0C0000000128ev,470,4.59,0,0,1,NA,1,0,0,1,4,1,32
a0C00000000GJPO,471,5.77,0,0,1,NA,1,0,0,1,3,0,18
a0C00000000GJPd,472,5.77,0,0,1,NA,1,0,0,1,3,0,100
a0C00000000GJPY,473,5.77,0,0,1,NA,1,0,0,1,3,0,38
a0C00000000Eohh,474,6.21,0,0,1,NA,0,0,0,2,2,0,7
a0C00000003NaBf,475,0.8,0,0,1,NA,0,1,0,1,0,1,13
a0C00000002vwUO,476,1.81,1,0,1,EMEA,0,0,1,4,2,1,16
a0C00000000Doal,477,7.21,1,0,1,NA,0,1,0,1,1,0,3
a0C00000000UAcr,478,5.39,0,0,1,NA,0,0,0,1,4,0,91
a0C610000037CT6,479,0.25,0,0,1,APAC,0,1,0,1,0,0,1
a0C0000000128eb,480,4.59,0,0,1,NA,1,0,0,1,4,0,21
a0C0000000128eq,481,4.59,0,0,1,NA,1,0,0,1,4,1,70
a0C00000000EOYR,482,6.42,1,0,1,NA,0,0,0,1,3,0,4
a0C000000012SdH,483,4.58,0,0,1,NA,1,0,0,1,4,0,6
a0C00000002yb2u,484,1.59,0,0,1,NA,0,1,0,1,6,1,13
a0C00000003NgMc,485,0.55,1,0,1,EMEA,0,1,0,1,5,1,4
a0C0000000331ku,486,1.57,0,0,1,EMEA,0,0,1,1,6,1,5
a0C00000003McOX,487,1.46,0,0,1,NA,0,1,0,1,6,1,1
a0C00000002hldB,488,2.48,0,0,1,NA,0,1,0,1,0,1,3
a0C610000038WHe,489,0.15,1,0,1,EMEA,0,1,0,1,7,1,1
a0C610000038DtO,490,0.19,0,0,1,NA,0,1,0,1,0,1,2
a0C00000003Nlnx,491,0.39,0,0,1,NA,0,1,0,1,0,1,1
a0C610000037MvF,492,0.23,0,1,1,EMEA,1,0,0,1,0,1,2
a0C610000038ZA6,493,0.14,0,0,1,NA,1,0,0,1,8,1,0
a0C610000037MrZ,494,0.23,0,0,1,EMEA,1,0,0,1,5,1,0
a0C00000003NjrW,495,0.44,0,0,1,NA,0,0,0,1,0,0,0
a0C610000037swL,496,0.2,0,0,1,NA,0,1,0,1,7,1,0
a0C61000002Q1CA,497,0.27,0,0,1,NA,0,0,0,1,0,0,0
a0C00000002v2N0,498,1.9,0,0,1,EMEA,0,1,0,1,3,1,38
a0C00000000EAyB,499,6.73,0,0,1,EMEA,0,1,0,2,4,1,255
a0C00000000DgCw,500,8,0,0,1,NA,0,1,0,4,5,1,352
a0C00000001nkgv,501,3.76,1,0,1,EMEA,0,1,0,2,5,1,281
a0C000000028dtk,502,3.33,1,0,1,NA,0,1,0,4,7,1,236
a0C00000000Dfxh,503,8.01,0,0,1,NA,1,0,0,1,3,1,1003
a0C00000003N3RJ,504,1.19,0,0,1,EMEA,0,1,0,4,6,1,46
a0C00000003MZiC,505,1.46,1,0,1,EMEA,0,1,0,1,3,1,9
a0C0000000271Pv,506,3.37,1,0,1,NA,0,1,0,1,8,1,92
a0C00000000VB9d,507,5.15,1,0,1,EMEA,0,1,0,1,7,1,490
a0C00000002e9e6,508,2.66,0,0,1,EMEA,0,1,0,1,9,1,125
a0C00000003NWvI,509,0.9,0,0,1,EMEA,0,1,0,1,3,1,5
a0C00000003NoS2,510,0.29,0,0,1,EMEA,0,1,0,1,0,1,9
a0C000000033Rm1,511,1.52,1,0,1,EMEA,1,0,0,2,4,1,69
a0C00000002DJV1,512,3.21,0,0,1,EMEA,0,1,0,1,7,1,50
a0C00000003N9fS,513,1.11,0,0,1,EMEA,0,1,0,1,2,1,25
a0C000000025KAL,514,3.42,0,0,1,APAC,1,0,0,4,8,1,206
a0C00000000GQGJ,515,5.73,1,0,1,EMEA,1,0,0,2,5,1,125
a0C000000025ZwY,516,3.41,1,0,1,APAC,1,0,0,1,6,1,140
a0C00000001zygh,517,3.55,0,0,1,EMEA,0,1,0,1,7,1,171
a0C00000002oAyg,518,2.19,1,0,1,EMEA,0,1,0,2,3,1,40
a0C00000003MvI4,519,1.33,0,0,1,APAC,1,0,0,1,0,1,39
a0C00000002doew,520,2.67,0,0,1,EMEA,0,1,0,1,0,1,108
a0C00000000hHXq,521,4.97,0,0,1,EMEA,0,1,0,1,5,1,296
a0C00000002nsEA,522,2.23,0,0,1,EMEA,0,1,0,1,0,1,168
a0C00000001NQbF,523,4.18,0,0,1,EMEA,0,1,0,1,5,1,113
a0C00000000EUT7,524,6.35,1,0,1,EMEA,1,0,0,2,4,1,242
a0C00000002Wlls,525,2.84,1,0,1,APAC,0,1,0,1,3,1,32
a0C00000003MxaO,526,1.32,0,0,1,EMEA,0,1,0,1,5,1,38
a0C00000002Ykvj,527,2.79,0,0,1,EMEA,0,1,0,1,0,1,116
a0C00000003NaaE,528,0.78,0,0,1,APAC,0,1,0,1,0,1,10
a0C00000002mAhE,529,2.45,1,0,1,EMEA,0,1,0,2,1,1,60
a0C00000002p7Bs,530,2.06,1,0,1,EMEA,1,0,0,1,3,1,59
a0C00000000EJnU,531,6.5,1,0,1,NA,0,1,0,1,3,1,28
a0C00000003Nnuo,532,0.31,0,1,1,EMEA,0,1,0,1,2,1,3
a0C00000002y1cF,533,1.64,1,0,1,EMEA,1,0,0,2,2,1,50
a0C000000025fUS,534,3.41,0,0,1,EMEA,0,1,0,1,6,1,65
a0C00000003N9fN,535,1.11,0,0,1,EMEA,0,1,0,1,0,1,44
a0C00000003N3RO,536,1.19,1,0,1,APAC,1,0,0,1,7,1,81
a0C00000003MBvp,537,1.48,0,0,1,EMEA,0,0,1,1,4,1,28
a0C00000002EtCY,538,3.17,1,0,1,EMEA,0,1,0,2,11,1,55
a0C00000002xoab,539,1.65,1,0,1,EMEA,0,0,1,1,6,1,53
a0C00000002v0JX,540,1.91,1,0,1,EMEA,1,0,0,1,8,1,33
a0C00000002EtCt,541,3.17,0,0,1,EMEA,0,1,0,1,11,1,26
a0C00000002EtCt,542,3.17,0,0,1,EMEA,0,1,0,1,11,1,26
a0C00000002EtCT,543,3.17,1,0,1,EMEA,0,1,0,2,12,1,26
a0C00000002EtCT,544,3.17,1,0,1,EMEA,0,1,0,2,12,1,26
a0C000000024nKD,545,3.43,1,0,1,APAC,1,0,0,1,4,1,92
a0C00000002d5hF,546,2.69,1,0,1,EMEA,0,1,0,1,4,1,58
a0C00000000EDc3,547,6.66,1,0,1,NA,0,1,0,1,3,0,56
a0C00000003MvHz,548,1.33,0,0,1,APAC,1,0,0,2,5,1,24
a0C00000000EWjx,549,6.33,1,0,1,NA,0,1,0,1,3,0,7
a0C610000037lzP,550,0.21,0,0,1,EMEA,1,0,0,1,7,1,4
a0C00000002EtCd,551,3.17,0,0,1,EMEA,0,1,0,1,11,1,1
a0C00000003N1cE,552,1.23,0,0,1,EMEA,0,1,0,1,0,1,42
a0C00000002v2N5,553,1.9,0,0,1,EMEA,0,1,0,1,1,1,19
a0C00000003Nfoc,554,0.57,0,0,1,EMEA,0,1,0,1,3,1,1
a0C00000002EtCx,555,3.17,0,0,1,EMEA,0,1,0,1,11,1,9
a0C00000002y1dD,556,1.64,1,0,1,EMEA,1,0,0,2,2,1,13
a0C00000003NatY,557,0.76,0,0,1,APAC,1,0,0,1,0,1,1
a0C00000003NcEl,558,0.71,0,0,1,APAC,0,1,0,1,0,1,1
a0C00000003N3RE,559,1.19,0,0,1,EMEA,0,1,0,4,0,1,3
a0C00000003NjjZ,560,0.44,0,0,1,APAC,0,1,0,1,0,1,3
a0C610000037sHh,561,0.21,0,0,1,APAC,1,0,0,1,6,1,1
a0C00000003NoKC,562,0.3,0,0,1,NA,0,0,0,1,0,0,0
a0C00000003Nhdc,563,0.5,0,0,1,EMEA,0,1,0,1,9,0,0
a0C00000003NgbD,564,0.54,0,0,1,APAC,1,0,0,1,0,0,0
a0C00000003NeRn,565,0.62,0,0,1,APAC,1,0,0,1,0,0,0
a0C00000003N7wn,566,1.11,0,0,1,EMEA,0,0,1,1,0,0,0
a0C00000003NedX,567,0.61,0,0,1,EMEA,0,1,0,1,7,1,0
a0C00000003Nnfr,568,0.32,0,0,1,EMEA,1,0,0,1,4,1,0
a0C00000002mYFd,569,2.4,1,0,1,EMEA,0,1,0,3,9,1,100
a0C00000000VFUK,570,5.13,0,0,1,NA,1,0,0,1,5,1,215
a0C00000002RlS4,571,2.96,1,0,1,APAC,1,0,0,1,5,1,64
a0C00000003Mr3k,572,1.38,1,0,0,NA,0,1,0,1,6,1,76
a0C00000002Ixwc,573,3.07,0,0,1,APAC,0,1,0,1,0,0,410
a0C00000002Ixwc,574,3.07,0,0,1,APAC,0,1,0,1,0,0,410
a0C00000002yW20,575,1.6,1,0,0,EMEA,1,0,0,1,9,1,65
a0C00000000Ex5L,576,6.18,1,0,1,NA,0,1,0,1,2,1,118
a0C00000003MBtN,577,1.48,0,0,0,EMEA,0,1,0,1,0,1,40
a0C00000000Djlt,578,7.58,1,0,1,NA,1,0,0,1,1,1,126
a0C00000002TtpK,579,2.91,1,0,1,APAC,0,1,0,1,2,1,119
a0C00000002WT5X,580,2.85,0,0,1,EMEA,0,1,0,1,0,1,22
a0C00000002uu5v,581,1.92,0,0,1,APAC,0,1,0,1,0,1,65
a0C00000003NWtD,582,0.9,0,0,0,APAC,0,1,0,1,0,1,19
a0C00000002mYFi,583,2.4,1,0,1,APAC,1,0,0,1,2,1,131
a0C00000000Dg6y,584,8,0,0,1,EMEA,1,0,0,1,4,1,186
a0C00000002WT5S,585,2.85,0,0,1,EMEA,0,1,0,1,5,1,53
a0C00000003NEca,586,1.06,0,0,0,NA,0,1,0,1,0,1,4
a0C00000001n4Q7,587,3.78,0,0,1,APAC,1,0,0,2,10,1,86
a0C00000003NM6b,588,1.02,0,0,0,EMEA,0,1,0,1,8,1,10
a0C00000002LmPP,589,3.01,0,0,1,NA,0,1,0,1,2,0,39
a0C0000000333yK,590,1.57,1,1,0,NA,0,1,0,1,6,1,52
a0C00000002e9ex,591,2.66,1,0,1,APAC,1,0,0,2,7,0,2
a0C00000003Mwtg,592,1.32,1,0,1,APAC,0,1,0,1,4,1,37
a0C00000002nHXk,593,2.32,0,0,1,APAC,0,1,0,1,0,1,49
a0C00000003Mq5m,594,1.42,1,0,0,LATAM,0,1,0,1,5,1,30
a0C00000002FGgw,595,3.16,0,0,1,APAC,0,1,0,1,6,0,112
a0C00000003NnYS,596,0.32,0,0,0,EMEA,1,0,0,1,0,1,7
a0C00000003NmGi,597,0.37,0,0,0,NA,0,1,0,1,4,1,5
a0C00000003Mr3p,598,1.38,0,0,0,NA,0,1,0,1,1,1,9
a0C00000002HTOB,599,3.1,0,0,1,NA,0,1,0,2,8,1,144
a0C00000003M2Xu,600,1.49,1,0,0,NA,0,0,1,6,5,1,26
a0C00000002Trmk,601,2.92,0,0,1,EMEA,0,1,0,1,0,1,33
a0C00000003NM6W,602,1.02,0,0,0,EMEA,0,1,0,1,0,1,10
a0C00000003MpeO,603,1.43,0,0,0,NA,0,1,0,1,0,1,43
a0C00000002mqBX,604,2.37,0,0,1,NA,1,0,0,1,1,0,16
a0C00000000Ex5Q,605,6.18,0,0,1,NA,0,1,0,1,0,0,6
a0C00000002FAVc,606,3.16,0,0,1,EMEA,0,1,0,1,4,1,28
a0C00000003MuzP,607,1.34,0,0,0,NA,0,0,1,1,0,1,36
a0C00000002e353,608,2.66,0,0,1,EMEA,1,0,0,1,0,0,8
a0C00000003NY11,609,0.88,0,0,0,NA,0,1,0,1,0,1,1
a0C0000000331AU,610,1.57,0,0,0,NA,0,0,1,1,2,1,29
a0C00000003NZjb,611,0.82,1,1,1,NA,0,1,0,1,4,1,3
a0C00000003Mbmo,612,1.46,0,0,0,APAC,0,1,0,1,4,1,11
a0C00000003NFZq,613,1.06,0,0,0,EMEA,0,0,1,1,0,0,1
a0C00000003MqTV,614,1.4,0,0,0,NA,0,0,1,7,10,0,5
a0C000000033EIp,615,1.55,0,0,0,NA,0,0,1,1,6,1,7
a0C00000003MqTa,616,1.4,0,0,0,NA,0,0,1,7,0,0,1
a0C00000003MYj6,617,1.46,0,0,0,EMEA,0,0,1,1,2,0,4
a0C00000003NEcf,618,1.06,0,1,0,NA,0,1,0,1,4,1,1
a0C00000003NVl4,619,0.95,0,0,0,EMEA,0,0,0,5,7,0,3
a0C00000003NnVo,620,0.33,0,0,0,NA,0,1,0,1,4,1,3
a0C00000003NnYr,621,0.32,0,0,0,APAC,0,1,0,34,5,1,0
a0C00000003NoQv,622,0.29,0,0,0,NA,0,1,0,1,0,1,0
a0C61000003876q,623,0.19,0,0,0,NA,0,1,0,1,4,1,0
a0C00000003MqwR,624,1.38,0,0,0,NA,0,1,0,1,0,0,0
a0C610000037k5u,625,0.21,0,0,0,NA,0,0,0,1,0,1,0
a0C00000002yaqO,626,1.59,0,0,0,NA,0,0,1,1,0,0,0
a0C00000003NnhY,627,0.32,0,0,0,NA,1,0,0,1,4,1,0
a0C00000003Nnvr,628,0.31,0,0,0,NA,0,1,0,1,4,1,0
a0C00000003NKdA,629,1.03,0,0,0,NA,0,1,0,1,0,1,0
a0C00000003No8F,630,0.31,0,0,0,NA,0,0,0,1,0,0,0
a0C00000002yaGR,631,1.59,0,0,0,NA,0,0,1,1,0,0,0
a0C00000003NWpb,632,0.9,0,0,0,EMEA,0,0,0,1,0,0,0
a0C00000003NnS2,633,0.33,0,0,0,NA,0,1,0,1,6,1,0
a0C00000003NZDG,634,0.85,0,0,0,APAC,0,0,0,1,0,1,0
a0C00000003Msyp,635,1.36,0,0,0,NA,0,0,1,1,0,0,0
a0C00000003NWJR,636,0.92,0,0,0,EMEA,0,0,0,1,0,0,0
a0C00000003NZKy,637,0.84,0,0,0,NA,0,1,0,1,0,1,0
a0C00000003NoET,638,0.31,0,1,0,APAC,0,1,0,1,0,1,0
a0C00000003No0W,639,0.31,0,0,0,APAC,0,1,0,1,4,1,0
a0C00000001MFc5,640,4.22,0,0,0,EMEA,0,1,0,4,7,0,92
a0C00000000UntG,641,5.27,0,0,0,NA,0,1,0,1,3,1,22
a0C00000002neFG,642,2.27,1,0,0,NA,0,1,0,2,4,1,185
a0C00000003MzoK,643,1.26,0,0,0,NA,0,1,0,1,5,1,18
a0C00000002wadJ,644,1.74,0,0,0,EMEA,1,0,0,1,0,1,116
a0C00000002vo12,645,1.82,1,0,0,NA,1,0,0,1,6,1,151
a0C00000003N6Hc,646,1.13,1,1,0,EMEA,0,1,0,1,3,1,15
a0C00000001Mr0D,647,4.2,0,0,0,EMEA,0,1,0,1,5,1,164
a0C00000000Dh5N,648,7.9,1,0,0,NA,0,1,0,1,3,1,198
a0C00000002vnkV,649,1.82,1,0,0,APAC,0,0,1,1,3,1,26
a0C00000002o5xu,650,2.2,0,0,0,NA,0,1,0,1,0,0,71
a0C00000001MfQm,651,4.2,1,0,0,NA,0,1,0,1,2,1,44
a0C00000000EV90,652,6.35,1,0,0,NA,0,1,0,1,5,1,241
a0C00000000DgNG,653,7.98,0,0,0,NA,0,1,0,2,0,0,165
a0C00000003NEZ9,654,1.07,1,1,0,NA,0,1,0,1,7,1,44
a0C00000002b4N1,655,2.74,0,0,0,NA,0,1,0,1,0,0,35
a0C00000002b4N1,656,2.74,0,0,0,NA,0,1,0,1,0,1,35
a0C00000003NEcV,657,1.06,1,1,0,NA,0,1,0,1,7,1,17
a0C00000002nfUY,658,2.27,0,0,0,NA,0,1,0,1,0,1,50
a0C00000003Myeg,659,1.29,0,0,0,NA,0,1,0,1,0,1,16
a0C00000003NEQY,660,1.07,0,0,0,APAC,1,0,0,1,4,1,26
a0C00000000Ebb7,661,6.29,1,0,0,NA,1,0,0,1,4,1,249
a0C00000003NESY,662,1.07,0,0,0,NA,0,1,0,1,5,1,47
a0C00000003Nd8Q,663,0.67,0,1,0,EMEA,0,1,0,1,9,1,6
a0C00000000Dh4j,664,7.9,0,0,0,NA,0,1,0,1,2,1,72
a0C00000003N6Hh,665,1.13,0,0,0,EMEA,0,1,0,1,0,1,3
a0C00000000Dfez,666,8.03,0,0,0,NA,0,0,0,2,2,0,154
a0C00000000Dddj,667,8.22,0,0,0,NA,0,1,0,1,0,1,85
a0C00000001NAYi,668,4.19,1,0,0,NA,0,1,0,1,5,1,110
a0C00000003NBsw,669,1.08,0,0,0,NA,0,0,1,1,0,1,34
a0C00000003NEZJ,670,1.07,1,1,0,NA,0,1,0,1,7,1,9
a0C00000000ECDC,671,6.7,1,0,0,NA,0,1,0,2,4,0,228
a0C00000002novP,672,2.25,1,0,0,NA,0,1,0,1,4,1,39
a0C00000002novZ,673,2.25,0,0,0,NA,0,1,0,1,0,1,89
